Request,Tiempo Actualizar,Tiempo Llave
1,218,1172
1,218,1125
1,218,922
2,218,922
3,219,874
4,234,859
5,250,859
6,202,1391
7,203,219
8,234,204
9,250,204
10,250,265
11,265,282
12,250,313
13,203,453
14,203,438
15,250,204
16,234,204
17,250,234
18,234,360
19,249,469
20,234,234
21,202,390
22,312,391
23,285,233
24,187,207
25,236,360
26,251,219
27,203,282
28,203,205
29,218,501
30,203,220
31,234,329
32,203,437
33,219,204
34,203,203
35,203,202
36,202,235
37,203,235
38,202,203
39,203,499
40,203,218
41,203,749
42,234,202
43,234,265
44,205,250
45,203,203
46,188,218
47,202,219
48,203,234
49,203,219
50,203,377
51,203,392
52,203,204
53,203,202
54,202,314
55,202,205
56,203,611
57,204,219
58,187,219
59,202,204
60,203,609
61,203,234
62,188,204
