Request,Tiempo Actualizar,Tiempo Llave
1,4563,2499
2,4512,1283
3,2953,2045
4,3451,2089
5,4664,977
6,4225,2956
7,4840,2688
8,3308,1843
9,2472,2877
10,4612,2013
11,2069,1942
12,2660,2824
13,2378,2958
14,4101,1478
15,3506,1000
16,2621,2811
17,3638,1253
18,3793,2779
19,4589,1447
20,3191,1574
21,3467,1236
22,3913,2880
23,3875,2861
24,3180,1385
25,3566,1829
26,3819,1476
27,4402,1206
28,2413,1207
29,2522,2441
30,3015,1708
31,4533,2061
32,2272,2592
33,2881,1547
34,4526,2590
35,4006,2724
36,3562,2169
37,2753,2860
38,4407,2786
39,5050,2297
40,4779,930
41,3484,1828
42,4336,1192
43,3876,1446
44,4257,1663
45,2987,1770
46,2439,950
47,3626,932
48,5060,1022
49,4366,2977
50,3648,1712
51,3570,2731
52,4679,2727
53,2175,1498
54,4924,1998
55,4780,2952
56,4269,1964
57,4455,1114
58,2029,2202
59,2206,1523
60,3697,1504
61,2929,2848
62,2083,2089
63,4807,1191
64,2696,2181
65,3539,1307
66,5053,2038
67,4832,1012
68,3142,2590
69,4908,1554
70,2762,1052
71,4769,2508
72,3628,2824
73,3289,1808
74,2133,2832
75,3466,1083
76,4516,1515
77,4824,1702
78,2505,2861
79,3344,1779
80,3802,946
81,2774,1491
82,2241,2309
83,2489,1781
84,3650,2195
85,2569,2029
86,4603,1286
87,4891,1712
88,4131,1956
89,2601,2232
90,3643,1270
91,4688,2410
92,3076,973
93,3109,959
94,4244,1434
95,3789,2837
96,2614,1643
97,4890,1225
98,5050,1738
99,3895,929
100,2609,1090
101,3987,1930
102,3659,1334
103,4389,1766
104,4141,1145
105,2783,1505
106,4716,1999
107,2893,2745
108,4068,1982
109,3255,1312
110,2168,2648
111,2180,2105
112,4609,1475
113,2650,1643
114,2608,1978
115,4794,2455
116,2516,1701
117,2371,1600
118,4530,1559
119,3443,2681
120,2535,2255
121,2250,1828
122,2727,1798
123,3063,2600
124,4953,2492
125,2876,1952
126,2540,1452
127,3523,1649
128,3594,1065
129,2214,1609
130,4597,1439
131,3940,1440
132,2362,1361
133,4911,1689
134,3179,1886
135,4926,1227
136,3161,1418
137,3914,1372
138,2483,1712
139,3638,1055
140,2908,1268
141,5096,1704
142,2159,1593
143,2459,1279
144,4868,1607
145,3487,2166
146,2868,2755
147,4447,1864
148,2939,2122
149,5017,1980
150,2369,2328
151,4720,2058
152,2698,1329
153,5043,2319
154,3732,971
155,2791,1186
156,2469,2932
157,4357,1157
158,4746,1640
159,3643,2987
160,3592,2514
161,3847,2049
162,2139,2840
163,4246,2943
-,-,-
164,3997,2444
165,4977,1365
166,2924,1709
167,4507,1481
168,3795,1232
169,2169,2613
170,3204,1801
171,2970,2110
172,2588,1804
173,4517,2210
174,4193,1414
