Request,Tiempo Actualizar,Tiempo Llave
1,203,735
1,203,704
2,203,719
3,203,704
4,202,736
5,202,782
6,202,766
7,249,735
8,188,203
9,220,249
10,220,202
11,204,296
12,202,204
13,235,202
14,281,219
15,202,438
16,188,249
17,204,203
18,203,203
19,203,219
20,203,203
21,203,421
22,205,655
23,203,515
24,189,203
25,189,218
26,237,502
27,204,202
28,203,376
29,203,640
30,203,359
31,203,218
32,203,203
33,203,219
34,203,219
35,203,204
36,203,203
37,204,218
38,218,407
39,202,376
40,218,189
41,203,203
42,204,203
43,203,203
44,203,203
45,203,204
46,202,204
47,203,328
48,193,202
49,203,255
50,203,410
51,203,202
52,203,188
53,219,188
54,203,204
55,281,203
56,191,218
57,299,565
58,189,864
59,205,205
