Request,Tiempo Actualizar,Tiempo Llave
1,219,204
2,219,344
3,203,219
4,203,205
5,203,203
6,187,203
7,203,468
8,203,407
9,203,268
10,202,469
11,202,203
12,204,205
13,202,234
14,203,205
15,218,282
16,204,220
17,204,188
18,203,203
19,204,219
20,218,203
21,204,343
22,202,251
23,188,218
24,204,312
25,203,219
26,203,202
27,187,205
28,204,203
29,205,203
30,219,360
31,218,785
32,204,203
33,202,203
34,218,203
35,202,203
36,202,204
37,203,190
38,188,218
39,203,314
40,202,220
41,203,296
42,187,222
43,203,203
44,203,391
45,203,218
46,189,219
47,219,280
48,203,202
49,218,438
50,203,205
51,202,252
52,204,205
53,203,202
54,202,438
55,202,203
56,205,203
57,203,376
58,202,219
59,203,219
60,203,218
61,203,202
