Request,Tiempo Actualizar,Tiempo Llave
1,188,390
2,188,390
3,203,203
4,187,203
5,203,204
6,202,266
7,203,202
8,203,219
9,203,204
10,218,188
11,204,203
12,205,218
13,203,203
14,202,203
15,203,218
16,187,219
17,219,284
18,203,268
19,203,266
20,203,203
21,187,204
22,219,313
23,203,281
24,218,189
25,188,203
26,187,203
27,218,359
28,203,202
29,203,219
30,203,203
31,203,206
32,203,205
33,204,234
34,203,453
35,203,282
36,203,218
37,203,204
38,187,235
39,204,234
40,205,250
41,204,218
42,218,188
43,203,203
44,204,218
45,203,249
46,203,202
47,189,202
48,188,265
49,203,202
50,204,343
51,203,454
52,189,203
53,209,187
54,203,202
55,203,219
56,203,205
57,203,265
58,203,202
59,204,203
60,176,245
61,218,206
62,219,426
63,204,202
64,203,532
65,203,203
66,203,241
67,195,205
68,188,203
69,203,204
70,175,202
71,202,221
72,203,218
73,203,204
74,203,203
75,203,392
76,203,218
77,203,219
78,204,203
79,203,704
80,203,203
81,204,203
82,218,672
83,219,204
84,189,202
85,203,203
86,188,203
87,203,298
88,188,203
89,202,203
90,203,499
91,203,218
92,204,202
93,203,485
94,205,203
95,202,203
96,203,188
97,219,203
98,203,203
99,204,219
100,203,219
101,172,221
102,202,470
103,203,204
104,203,328
105,219,612
106,204,219
107,203,220
108,202,203
109,218,296
110,205,203
111,203,203
112,188,359
113,202,250
114,218,205
115,218,377
116,203,220
117,219,688
118,205,203
119,219,639
120,202,219
121,223,546
122,204,203
123,205,203
124,218,203
125,203,203
126,203,218
127,203,202
128,218,721
129,203,204
130,203,219
131,203,203
132,220,876
133,203,219
134,204,203
135,218,421
136,203,203
137,203,563
138,203,424
