Request,Tiempo Actualizar,Tiempo Llave
1,2127,3358
2,1860,3298
3,3315,1698
4,3027,1890
5,1850,1805
6,3901,2113
7,2162,3336
8,3594,1991
9,2588,2295
10,2885,2291
11,3266,2474
12,1765,2622
13,1910,2707
14,2102,3329
15,2293,1380
16,3050,3199
17,4286,2439
18,1692,3009
19,2685,2797
20,2427,1603
21,4187,3167
22,3249,3311
23,1961,1736
24,3574,2296
25,1877,2463
26,4012,3323
27,2062,1642
28,4273,2385
29,3477,1370
30,2519,2734
31,3219,3107
32,1872,1342
33,4314,2685
34,2356,3359
35,4569,2564
36,4363,2019
37,1757,3093
38,4031,2848
39,2575,1745
40,4383,2234
41,3812,2760
42,4462,3295
43,3424,1453
44,3139,2027
45,2611,2137
46,2768,2579
47,4256,3153
48,3411,2399
49,2718,1366
50,2388,2151
51,2192,2274
52,3548,1831
53,4161,1623
54,3686,2173
55,1675,2114
56,2913,2412
57,3782,1995
58,3934,2204
59,2062,1440
60,3324,1729
61,3998,2244
62,4645,2165
63,2807,3281
64,1845,2482
65,2079,1566
66,1681,1527
-,-,-
67,1985,2427
68,4604,2632
69,2169,1830
70,4161,1542
71,4064,1545
72,2523,2032
73,4147,2151
74,4381,1934
75,4445,1422
76,2261,2844
77,2222,1360
78,3856,2175
79,3564,1382
80,2154,2255
81,2937,2573
82,3869,2577
83,1783,3005
84,2068,1746
85,1663,1563
86,1971,1605
87,2362,1952
88,2562,1272
89,2732,1522
90,3829,2779
91,2097,2695
92,2065,1944
93,4220,1428
94,2135,2451
95,3114,1573
96,4370,1634
97,4090,3133
98,2435,1724
99,2885,1716
100,2262,2599
101,4533,2237
102,2764,3024
103,4081,3203
104,4002,1306
105,2448,2450
106,2924,1878
107,3938,2127
108,4098,2069
109,4100,1218
110,2473,1608
111,4516,3057
112,2843,1997
113,2402,3044
114,2066,2030
115,1705,2976
116,4336,1866
117,4348,1227
118,3120,2006
119,3852,2584
120,2021,1418
121,3021,3181
122,4133,2026
123,4073,1202
124,2625,1950
125,1888,2452
126,2844,3265
127,2819,1246
128,1974,3101
129,2228,2157
-,-,-
130,4010,1253
131,3356,1705
132,3797,2201
133,2955,3256
134,2646,2381
135,3251,1897
136,3540,1744
137,3192,2583
138,2434,2003
139,3476,3268
140,3981,1531
141,3396,1570
142,2420,2001
143,4509,1802
144,3794,2188
145,2023,2809
146,4013,1490
147,1868,2909
148,3460,1758
149,3768,1800
150,4003,2163
151,3828,3059
152,2284,2517
153,1675,2438
154,3732,2264
155,2114,1649
156,3170,2424
157,4027,2474
158,4113,3243
159,4541,2541
160,2647,1472
161,3303,1555
162,3768,2645
163,3954,1881
164,1891,3336
165,3146,2434
166,2238,2005
167,3529,3157
168,2640,1425
169,1700,3365
170,2704,2548
171,2074,2584
172,1872,1531
173,4380,1938
174,3285,1467
175,3539,2610
176,3373,2389
177,1765,3099
178,2002,2601
179,3631,2037
180,2840,2972
181,2208,1384
182,3477,1783
183,4446,2040
184,2624,3102
185,4131,2252
186,3529,1408
187,4087,3177
188,2145,2350
189,3987,1900
190,4164,1399
191,2679,2508
192,2089,2026
193,3963,1719
194,4533,1887
-,-,-
195,2949,2563
196,4571,2385
197,2173,1553
198,2770,1675
199,3570,1378
200,2763,2636
201,2898,2574
202,3114,2522
203,3824,1874
204,2969,2276
205,3965,1623
206,2580,1979
207,2540,2040
208,3500,2640
209,3293,2755
210,4018,2772
211,3432,2193
212,1712,2206
213,1723,1797
214,3191,2311
215,2498,2905
216,3294,1405
217,1868,2510
218,3016,1423
219,4214,1393
220,3783,3164
221,2272,2193
222,4636,2664
223,2758,2149
224,3698,2435
225,3873,3116
226,3326,2046
227,1682,1449
228,4068,2104
229,3633,1471
230,2583,2056
231,4165,1356
232,3579,1456
233,2662,2586
234,2889,1858
235,2610,1623
236,2086,2621
237,3732,2353
238,3162,3325
239,2235,2131
240,3420,2478
241,1707,1953
242,3691,3116
243,3082,1999
244,3587,2905
245,2476,1922
246,3419,2730
247,1805,2365
248,2701,1864
249,3984,2979
250,2052,3240
251,4368,1550
252,3031,2936
253,4514,2794
254,4267,1384
255,1692,2832
256,3862,2571
257,3156,2430
258,4223,3256
259,4158,2620
260,2644,3031
261,1656,2120
262,4374,1986
263,2980,1250
-,-,-
264,1703,1859
265,3752,2895
266,3818,2071
267,2091,3224
268,2660,2164
269,2497,1783
270,3134,1518
271,2792,1845
272,2082,2761
273,3512,1498
274,3978,3071
275,1892,3185
276,3798,1558
277,4120,1858
278,2082,1923
279,1981,2876
280,2209,3183
281,1981,2145
282,4223,3130
283,2737,1388
284,3410,1549
285,1771,1912
286,4076,2129
287,3370,3160
