Request,Tiempo Actualizar,Tiempo Llave
1,6530,5505
2,3041,3400
3,4237,2302
4,7635,3439
5,6883,4241
6,2933,4862
7,6305,2105
8,6939,5030
9,4708,5705
10,6361,2043
11,2906,5284
12,3918,2142
13,5461,3649
14,6693,4730
15,2840,3287
16,6401,6011
17,4010,3103
18,4025,5475
19,7133,2783
20,6636,4689
21,4754,5820
22,4566,2776
23,4809,5589
24,7277,2218
25,6169,5541
26,4594,4332
27,4759,2206
28,3563,4033
29,6109,5304
30,7450,3444
31,5877,2158
32,6929,4578
33,2848,5018
34,4923,3819
35,4642,4328
36,6503,3664
37,4795,3020
38,7499,5038
39,7308,3039
40,4742,2499
41,7114,4848
42,6026,5936
43,3555,4626
44,5780,3847
45,5538,3426
46,5047,4490
47,4888,1982
48,3608,4221
49,7458,3220
50,3949,3723
51,6323,2872
52,7312,3330
53,3685,1940
54,3278,3639
55,4879,2901
56,3928,5084
57,5810,2833
58,4525,3458
59,7646,2799
60,7897,2469
61,4333,3053
62,7802,2999
63,5183,2024
64,6015,2175
65,5411,3364
66,7383,2982
67,5332,3037
68,3889,2534
69,6129,2432
70,4124,2487
71,5365,2024
72,2853,6089
73,6053,5893
74,7158,2337
75,5511,3267
76,3130,5425
77,4269,2950
78,6374,5168
79,7425,5162
80,7036,2476
81,4636,4467
82,4581,4076
83,7871,3794
84,4028,2294
85,6580,5070
86,2829,4819
87,4042,5797
88,7036,2117
89,3809,4316
90,7257,2330
91,6072,3745
92,3953,2924
93,2861,2908
94,6880,2529
95,3898,2888
96,4295,3672
97,5125,4672
98,3831,2813
99,7658,5827
100,6472,5129
101,7594,2636
102,6287,4282
103,5475,4088
104,2912,2800
105,3218,5125
106,5512,3567
107,5859,5786
108,5239,5926
109,6645,3781
110,4525,5256
111,7651,3971
112,6407,4836
113,4421,5924
114,6418,2697
115,6948,5017
116,3550,4101
117,3583,2877
118,6589,4620
119,6894,4801
120,6517,4321
121,6413,5818
122,3995,5560
123,7273,5431
124,7696,3347
125,3204,1952
126,7638,3663
127,5976,6087
128,3503,2773
129,7151,2599
130,7638,4991
131,5465,4410
132,6681,5196
133,3707,5905
134,5451,3391
135,5103,5246
136,4479,5867
137,3291,3538
138,4126,5546
139,7627,2843
140,4550,2240
141,7336,3286
142,7854,4688
143,3553,2335
144,7247,3654
145,6001,2076
146,3777,4578
147,4194,4640
148,3310,4339
149,3098,4836
150,7904,2710
151,6655,5133
152,6983,5242
153,3281,4997
154,7545,3780
155,7372,5658
156,4925,3469
157,7336,4837
158,5548,3312
159,7220,2079
160,4962,6046
161,7053,2236
162,5970,3042
163,2814,2060
164,6859,2597
165,6397,2318
166,5140,2671
167,5340,2861
168,3254,3458
169,5312,1993
170,5250,3387
171,7593,2665
172,7263,5248
173,5930,4979
174,6441,2462
175,3119,4778
176,4090,3067
177,4082,5009
178,3649,4399
179,6496,4717
180,6311,4687
181,6389,4213
182,3587,2756
183,7486,3255
184,5668,4902
185,4090,5767
186,6541,5013
187,4653,2432
188,5437,4789
189,4953,2605
190,5878,2484
191,4175,2540
192,4290,2577
193,6269,5044
194,3568,4896
195,3028,2033
196,3364,2209
197,4795,5432
198,5694,4589
199,2851,4816
200,6010,4737
201,5186,3699
202,6780,3060
203,4419,1973
204,3864,4480
205,7203,4236
206,5187,5345
207,5405,4447
208,4589,3696
209,5128,4629
210,4718,5925
211,7391,5242
212,7034,2369
213,6379,6005
214,4622,4615
215,5797,4525
216,5545,5688
217,3405,4319
218,3957,3208
219,2897,5775
220,4952,5866
221,5625,3843
222,5564,5362
223,6475,5872
224,4371,5153
225,3916,3459
226,5918,5146
227,6937,2896
228,6481,2623
229,3378,5435
230,3618,5853
231,4840,2486
232,3986,1915
233,2869,5500
234,7318,3907
235,3986,4594
236,4331,5357
237,7339,3491
238,4260,2413
239,5220,5429
240,4172,4683
241,4755,5906
242,7456,1980
243,3245,2391
244,3967,2921
245,6458,3565
246,3564,5761
247,4736,5312
248,5260,3081
249,7881,4582
250,5806,2244
251,6714,3502
252,5503,4424
253,3564,4441
254,5488,3547
255,2822,4422
256,5239,3102
257,6284,4774
258,5149,2925
259,4743,3185
260,6648,4954
261,3582,3115
262,5052,2095
263,7574,5013
264,4916,5162
265,2986,2091
266,3111,3145
267,3869,4878
268,6772,3379
269,5430,4531
270,6993,3238
271,6985,4483
272,6453,2391
273,3179,3870
274,7704,3926
275,7052,3695
276,4800,3219
277,7744,5955
278,3101,3750
279,6596,4572
280,5147,5536
281,3999,3760
282,6924,1931
283,7510,2753
284,3386,5286
285,4351,4063
286,6810,3462
287,3114,4981
288,5182,3192
289,2978,2125
-,-,-,ERROR
290,6874,3917
291,4582,3653
292,3903,2774
293,4490,1973
294,5508,2868
295,3677,4811
296,6577,5857
297,2964,5813
298,3777,5929
299,5368,5501
300,6166,5260
301,5513,4004
302,6573,2834
303,6945,2616
304,2806,2156
305,4522,4034
306,5694,2083
307,5219,6077
308,3716,3931
309,3212,3090
310,5172,5557
311,5459,3064
312,3477,4568
313,3418,3298
314,3376,2326
315,4883,4851
316,7779,2415
317,6438,4647
318,6079,5777
319,6787,2704
320,6893,4942
321,5290,5835
322,3243,4034
323,7477,5227
324,7138,3007
325,5649,5018
326,5013,2765
327,7454,5165
328,6163,3530
329,4534,2352
330,5164,2222
331,5328,3105
332,5878,4766
333,7261,4498
334,5642,2230
335,6454,4910
336,6067,4750
337,3030,3406
338,4741,2579
339,3261,5269
340,5950,4032
341,6967,5842
342,7688,5391
343,3899,5855
344,4937,2516
345,6893,5063
346,3325,3949
347,5472,4733
348,4062,2668
349,7605,2066
350,7520,4073
351,4338,2405
352,3271,5501
353,7548,4400
354,2955,2500
355,5292,3704
356,4070,3573
357,4266,3784
358,5952,4886
359,6073,4358
360,3432,4347
361,6524,3132
362,3270,5786
363,7516,2085
364,5197,2691
365,6963,1908
366,6902,3384
367,4873,3839
368,5906,2135
369,6731,2426
370,5525,2499
371,6627,3363
372,3995,2751
373,3285,4352
374,6979,5377
375,7839,3387
376,7813,4523
377,5262,3480
378,7808,5526
379,4800,5356
380,4455,5394
381,5454,3712
382,6661,4743
383,7191,3145
384,7691,4194
385,6237,4138
386,7666,4273
387,7839,4354
388,6714,2760
389,7895,3272
390,5700,5460
391,6119,4621
392,4235,4797
393,3347,5075
394,3322,2606
395,7016,2188
396,2815,2522
397,4045,2136
398,4069,3889
399,3525,4551
400,6574,3098
401,7119,3824
402,5287,5341
403,5630,4924
404,3658,3611
405,7163,5940
406,7020,5021
407,4646,4587
408,4385,3006
409,4987,2666
410,6313,3956
411,3450,2518
412,7051,4147
413,4476,4996
414,2926,5924
415,2830,2546
416,6580,5145
417,5993,6057
418,5778,2000
419,3714,3751
420,4891,5411
421,6656,3140
422,5926,5522
423,3442,5249
424,5870,5151
425,7557,5497
426,5869,2706
427,4243,5045
428,4121,1939
429,7292,2321
430,3108,2953
431,6058,4013
432,7624,2742
433,3473,3455
434,3528,2833
435,7898,5499
436,7484,4746
437,7504,5580
438,5565,4327
439,7332,5225
440,6400,5452
441,4493,2955
442,5863,2859
443,4288,1939
444,3149,2770
445,6034,4186
446,5643,4043
447,7614,5726
448,3703,4000
449,6557,3707
450,4011,2999
451,5423,6053
452,7693,2671
453,3129,6003
454,3204,5342
455,3380,1916
456,5645,2753
457,7079,2621
458,5401,5295
459,4973,4317
460,3774,4909
461,7507,3938
462,6917,4575
463,3609,2185
464,3642,3469
465,3235,5163
466,6381,4614
467,4609,3497
468,4383,5150
469,7800,4629
470,6838,5970
471,3354,5937
472,6181,3119
473,3429,4482
474,7138,3477
475,7124,3431
476,4297,6033
477,4885,2580
478,3746,5681
479,5657,6076
480,6545,4227
481,5913,5863
482,6941,5830
483,2962,4594
484,6338,4918
485,4631,4122
486,3775,3183
487,3514,4374
488,2870,2928
489,4951,3759
490,7727,4418
491,5960,4288
492,3731,5771
493,4419,2783
494,7594,3146
495,4587,2263
496,6671,4165
497,6565,5527
498,2886,3652
499,3272,2335
500,7404,4242
501,5307,3161
502,4457,2350
503,3399,5688
504,7042,2619
505,4871,5261
506,4004,3323
