Request,Tiempo Actualizar,Tiempo Llave
3,218,920
2,218,889
1,218,905
4,218,905
5,218,937
6,234,920
7,281,920
8,218,1313
9,190,203
10,266,189
11,204,235
12,219,345
13,266,220
14,282,298
15,203,564
16,202,580
17,219,250
18,203,203
19,203,203
20,234,203
21,234,579
22,282,593
23,250,218
24,281,203
25,218,219
26,218,437
27,313,813
28,204,203
29,203,359
30,203,203
31,280,203
32,173,218
33,203,218
34,202,642
35,188,483
36,202,203
37,220,204
38,203,203
39,219,874
40,218,578
41,203,374
42,220,218
43,204,203
44,218,219
45,220,889
46,189,203
47,219,218
48,202,203
49,220,204
50,204,453
51,219,218
52,203,204
53,188,329
54,204,250
55,203,204
56,204,343
57,204,203
58,219,874
59,203,208
