Request,Tiempo Actualizar,Tiempo Llave
1,4082,1774
2,3698,2258
3,3362,3017
4,2023,1282
5,3032,3013
6,3973,3092
7,3322,1466
8,4251,2460
9,1696,2832
10,3103,2189
11,3247,1801
12,4627,2767
13,4364,1939
14,4231,2145
15,4145,2699
16,2902,2183
17,3831,2618
18,4193,2249
19,2132,1364
20,1850,1427
21,3386,2239
22,4209,2372
23,4409,2913
24,4710,2840
25,3472,2802
26,2795,1941
27,2500,2922
28,4653,2304
29,3373,2718
30,1952,2773
31,4299,2000
32,4097,2840
33,3501,2920
34,4537,1692
35,2445,1359
36,3412,2186
37,4235,2921
38,4303,1967
39,4453,2154
40,2043,2780
41,2453,2514
42,3540,1836
43,3983,2158
44,4727,2943
45,2969,1655
46,1721,2709
47,1801,3052
48,2785,2825
49,4101,2580
50,4579,1768
51,4392,1721
52,1888,2703
53,2794,1721
54,2609,1659
55,2951,1348
56,3046,2358
57,2793,2934
58,4313,2427
59,4239,2681
60,3084,1915
-,-,-
61,4093,2447
62,2384,2885
63,4609,2046
64,2597,1269
65,2233,2034
66,2899,2379
67,2153,2342
68,2042,1601
69,2764,1107
70,4087,1790
71,2191,2166
72,4556,1657
73,1767,2860
74,3487,2914
75,4517,1617
76,4723,2014
77,4112,1347
78,2270,1955
79,3386,1905
80,2499,1580
81,2261,2989
82,1979,1618
83,3160,2169
84,4223,1969
85,4193,2890
86,3996,3035
87,4328,2174
88,2649,2159
89,2487,1829
90,1996,1233
91,4353,1806
92,2349,2732
93,3767,3046
94,4556,3047
95,4556,2605
96,1955,1358
97,4108,1762
98,4660,2853
99,4042,2963
100,2168,2104
101,4295,1419
102,4709,2373
103,4182,2984
104,2981,2319
105,3462,2313
106,3471,1503
107,3806,2006
108,4479,1981
109,3974,1461
110,4737,1110
111,4523,2443
112,3708,1867
113,2181,2351
114,3172,1210
115,3909,1977
116,3987,1374
117,3846,1142
118,2548,1290
119,2200,1260
120,2007,2874
121,3581,1862
-,-,-
122,4478,2745
123,4271,2397
124,2055,2628
125,4128,1589
126,2977,3088
127,3272,3016
128,4726,2544
129,4082,3039
130,2695,1512
131,1982,1248
132,4682,1302
133,3269,1875
134,2082,1190
135,1911,1636
136,2590,2717
137,1927,1544
138,4073,1942
139,2869,2474
140,1795,2716
141,4233,1343
142,4409,2156
143,2102,1773
144,4074,2591
145,4088,1282
146,2094,2414
147,4434,1545
148,1733,2762
149,3227,2211
150,4388,2094
151,2416,2354
152,3416,1350
153,3033,2190
154,2069,1108
155,4290,1624
156,3126,2300
157,2941,2287
158,4290,2540
159,3988,2277
160,3118,2373
161,2129,1459
162,4173,1531
163,3151,2762
164,2042,2168
165,4223,2495
166,2412,1589
167,2561,1251
168,3615,2392
169,3623,2818
170,2030,1260
171,3363,3062
172,4518,2111
173,4695,2023
174,3395,1761
175,2999,1398
-,-,-
176,3339,2975
177,3806,1371
178,2045,2638
179,4413,1866
180,4303,1942
181,4223,1673
182,4567,2326
183,2618,2574
184,4141,2277
185,2908,2603
186,4082,1727
187,3701,2712
188,3306,1872
189,3593,2080
190,3914,2851
191,2345,1505
192,3583,2239
193,4725,2362
194,2267,1354
195,3563,1373
196,2923,2842
197,3470,2982
198,2223,1582
199,4450,2536
200,3654,3020
201,2140,2119
202,1797,1738
203,4406,1590
204,3023,2611
205,2204,1513
206,3884,2127
207,2742,2138
208,1946,1148
209,2709,1957
210,2264,2499
211,2913,1654
212,2490,1708
213,3487,1263
214,4406,1614
215,2727,1775
216,2092,2535
217,3931,2574
218,1938,1627
219,2096,1218
220,3102,2793
221,2440,2804
222,1964,2626
223,2864,2512
224,3403,1935
225,4362,1305
226,4742,2402
227,3097,1317
228,4739,1414
229,2621,1435
230,3320,2030
231,2643,1283
232,4516,1298
233,1860,2942
234,2496,2144
235,1723,1520
-,-,-
236,2713,1292
237,4097,3048
238,4600,2478
239,3299,2466
240,3181,1759
241,4491,2812
242,3589,2528
243,2060,2683
244,4185,2574
245,2237,2347
246,3839,2634
247,1926,2726
248,2899,1727
249,2332,2463
250,2224,2722
251,2291,2736
252,2803,2335
253,3207,1917
254,3589,2142
255,1999,1888
256,4209,2990
257,2899,2538
258,3070,2714
259,4629,1767
260,3461,2244
261,2109,1872
262,2886,2952
263,3044,2511
264,2187,2902
265,3790,1163
266,4562,2333
267,2520,1965
268,1738,2738
269,2094,2498
270,3553,1671
271,4425,1517
272,2478,2440
273,3918,1235
274,2956,2935
275,2687,2588
276,4638,2272
277,4687,1629
278,2553,1707
279,2526,1799
280,4740,2459
281,3091,1814
282,3036,2217
283,2147,1776
284,4296,1674
285,2615,3022
286,2617,2380
287,3178,1333
288,3563,1351
289,3310,2905
290,2342,3056
291,3789,2262
292,4011,3023
293,1955,1102
294,4601,1519
295,1944,1113
296,4678,1926
297,3515,3089
298,3620,2956
299,2626,2555
-,-,-
300,4106,2876
301,2701,2238
302,3906,3025
303,4230,2876
304,2041,1253
305,3809,1419
306,3894,1140
307,4234,2241
308,1704,1233
