Request,Tiempo Actualizar,Tiempo Llave
1,2821,2498
2,3414,1593
3,3176,1557
4,4757,2646
5,5079,1911
6,2650,2074
7,3325,1380
8,2505,2709
9,2644,2078
10,3666,2797
11,4758,1209
12,4458,2375
13,3940,1116
14,4362,1530
15,3588,2164
16,2671,1585
17,2408,1108
18,2290,2231
19,4374,1715
20,3787,1153
21,2119,1209
22,3470,1644
23,2073,2631
24,3976,2767
25,4497,1364
26,2091,2697
27,4448,1133
28,2424,1297
29,3219,2349
30,3639,1621
31,4384,2499
32,3029,2440
33,3465,1459
34,3465,1893
35,2027,2292
36,4014,1068
37,3668,1235
38,3464,2477
39,4103,2828
40,2552,1863
41,3089,1903
42,4106,943
43,2029,1122
44,4098,2090
45,2735,1587
46,2849,1302
47,4366,946
48,2196,2793
49,2907,1138
50,5108,1038
51,2960,2416
52,3626,1731
53,4797,1506
54,3916,1857
55,4589,1257
56,2958,992
57,3724,2024
58,4559,2623
59,4393,1778
60,3337,2506
61,2563,2200
62,2507,1742
63,3007,2388
64,3993,895
65,2835,2002
66,3407,1144
67,2192,2382
68,3213,1574
69,2220,1463
70,4312,1263
71,2298,2626
72,4754,1612
73,2542,2819
74,2142,2105
75,2696,2619
76,4109,1163
77,3875,1029
78,4947,1049
79,3119,969
80,2313,2384
81,3334,2338
82,4401,1168
83,4603,2160
84,4874,1836
85,3692,1539
86,2246,2431
87,4426,2049
88,3179,1371
89,3914,2368
90,4301,1231
91,2898,2547
92,3299,991
93,2380,1529
94,3371,2764
95,3040,1101
96,3450,2158
97,2435,2592
98,3754,2129
99,2894,2371
100,3998,2316
101,2776,1983
102,4769,1154
103,4179,2498
104,2237,1457
105,3556,2385
106,2891,2287
107,4100,1603
108,4069,1108
109,3849,1964
110,3595,1091
111,4298,1676
112,3270,1089
113,3681,2237
114,2214,2255
115,2959,1259
116,3353,1872
117,4709,2598
118,4772,1736
119,2740,1364
120,4564,2808
121,3092,2212
122,4538,2200
123,2810,1191
124,3297,937
125,4093,2300
126,3993,2173
127,4410,2397
128,3276,2706
129,3388,1717
130,2505,2098
131,2468,979
132,4952,2602
133,3772,1820
134,3677,930
135,4316,2270
136,2094,1462
137,3076,1633
138,4070,1559
139,4210,1034
140,4508,1109
141,4454,2748
142,4426,997
143,4408,1619
144,2660,1909
145,3353,2765
146,3674,2644
147,5112,2819
148,2741,1960
149,5060,2674
150,3477,2412
151,2897,1227
152,3766,2451
153,3031,2294
154,2893,2467
155,2121,2441
156,4199,2457
157,3716,2757
158,4989,1998
159,2098,1171
160,3195,2506
161,4973,1201
162,2750,2377
163,2697,1325
164,3122,1377
165,4830,2079
-,-,-
166,2815,1251
167,3152,2017
168,4709,2075
169,2144,2405
170,4417,2224
171,4500,897
172,2086,1208
173,5095,1576
174,3696,965
175,2387,1118
176,2496,2598
177,4970,1329
178,4515,2604
179,4687,1888
180,4365,1559
181,4510,2302
182,4394,1543
183,3285,1912
184,4135,1892
185,4937,1531
186,4173,1273
187,4333,1665
188,2017,1191
189,2117,2695
190,5052,2410
191,2331,2418
192,2067,1158
193,4265,2582
194,2948,1985
195,4409,2852
196,3090,1272
197,4315,1580
198,3432,1747
199,3607,2645
200,4459,1263
201,3732,2187
202,2515,2063
203,3645,1682
204,3348,966
205,4169,1815
206,4199,1886
207,4662,2665
208,3913,1977
209,2171,2799
210,2224,1194
211,2695,2646
212,2158,2530
213,3075,2009
214,3002,2370
215,3967,1849
216,2217,2090
217,3356,1819
218,3872,2157
219,2715,1973
220,2944,2634
221,3828,1833
222,3523,1951
223,5063,2233
224,2022,2653
225,4091,2193
226,4162,1864
227,3972,1478
228,4317,2055
