Request,Tiempo Actualizar,Tiempo Llave
1,203,203
2,203,281
3,203,218
4,203,218
5,205,203
6,203,219
7,203,235
8,202,203
9,188,203
10,203,203
11,202,344
12,219,218
13,203,203
14,202,312
15,204,312
16,204,390
17,203,329
18,204,454
19,219,203
20,188,203
21,203,202
22,202,219
23,202,203
24,202,266
25,203,344
26,203,203
27,219,344
28,219,234
29,221,204
30,203,219
31,203,202
32,219,218
33,203,266
34,219,593
35,204,203
36,218,457
37,203,437
38,218,281
39,203,218
40,218,203
41,218,424
42,219,203
43,189,203
44,234,611
45,218,203
46,219,202
47,218,562
48,204,219
