Request,Tiempo Actualizar,Tiempo Llave
1,3206,2868
2,4269,2876
3,3381,959
4,4471,2900
5,4784,1564
6,3014,1859
7,3899,1012
8,4471,2712
9,3742,1785
10,2109,1328
11,3474,2378
12,2518,2852
13,1862,2694
14,4735,2372
15,2522,887
16,2596,1457
17,2338,3079
18,4500,2575
19,4087,2552
20,3264,2677
21,1990,2352
22,4009,1332
23,3501,1056
24,3405,1536
25,2413,2165
26,2219,1499
27,3869,2032
28,2412,1974
29,2182,1652
30,2701,1406
31,2372,2152
32,3448,1880
33,4156,1178
34,2706,1635
35,3835,3095
36,3410,1397
37,2056,1505
38,3158,932
39,2549,2402
40,4269,2880
41,3029,2833
42,3216,1096
43,2322,1167
44,4477,1326
45,3942,3064
46,4812,1727
47,2017,2449
48,4176,2065
49,4379,1340
50,2445,2501
51,2736,1250
52,3842,2784
53,3870,1184
54,4475,2280
55,3708,1648
56,3182,1738
57,2648,1492
58,4130,1308
59,2024,1168
60,3812,1303
61,4856,1891
62,2821,2682
63,4596,2091
64,2546,1726
65,2226,1557
66,4282,1869
67,3899,1391
68,2379,1236
69,3356,2298
70,4393,1591
71,3253,1543
72,4226,2372
73,2180,2192
74,3468,2488
75,2722,2839
76,4590,1294
77,3326,2802
78,2934,2628
79,1966,1458
80,3303,1562
81,3479,1582
82,2858,1151
83,3454,2594
84,3637,1842
85,2842,2674
86,4416,2165
87,3265,1319
88,4025,2815
89,4855,3002
90,2718,1410
91,1929,1719
92,2803,932
93,3834,2028
94,2327,911
95,4278,1663
96,4471,1091
97,2410,948
98,4734,1187
99,4351,888
100,3417,1130
101,2996,942
102,3683,1139
103,2810,1652
104,4595,2936
105,2359,1142
106,3304,1889
107,3247,2995
108,4785,2844
109,2446,1555
110,3598,1238
111,2064,1547
112,4131,1237
113,3693,1963
114,3490,2405
115,3702,1714
116,3990,1764
117,2015,2623
118,2049,2478
119,2594,2448
120,4734,1016
121,4260,1995
122,1835,2784
123,4820,2890
124,2966,1507
125,4319,2434
126,4856,2386
127,2933,1596
128,3425,1273
129,3220,2077
130,3053,2862
131,2428,3100
132,2644,2656
133,3999,2931
134,3634,2431
135,2512,2928
136,3994,2125
137,2975,1250
138,4000,2560
139,2076,1179
140,3340,2295
141,3973,2995
142,4182,2824
143,2545,2621
144,2216,1717
145,3521,2563
146,3220,3092
147,3195,1870
148,1909,2462
149,1982,2736
150,1964,2646
151,3367,1287
152,4840,937
153,4691,2491
154,2187,2954
155,3299,986
156,3124,1646
157,2218,2899
158,3084,2559
159,3735,2644
160,2420,1822
161,2615,1845
162,4817,2747
163,4369,2878
164,2620,2296
-,-,-
165,4437,1817
166,2567,1107
167,4277,1972
168,3244,1701
169,3749,1538
170,2917,1254
171,2586,2807
172,3030,1361
173,3623,2777
174,3295,1681
175,4327,903
176,3907,1673
177,2744,1164
178,3842,2694
179,3329,1064
180,3999,1349
181,2450,1194
182,3372,2008
183,3828,1166
184,4649,1555
185,3776,2818
186,4504,2231
187,3087,2343
188,4567,1593
189,2243,2628
190,1974,2739
191,3757,1714
192,3356,1513
193,3117,1386
194,4329,1504
195,4149,1194
196,2195,925
197,2344,3015
198,3680,1792
199,2585,3055
200,4069,1568
201,2525,2931
202,4361,2615
203,2342,1524
204,4069,1226
205,4109,2729
206,2522,1098
207,2232,3048
208,1944,1610
209,4388,2258
210,3644,3009
211,3319,1806
212,2298,3020
213,3407,2167
214,3919,2061
215,2952,2221
216,1834,2216
217,2166,1899
218,3783,2367
219,2509,2837
220,4360,1826
221,2502,1782
222,2682,2243
223,3093,2781
224,2142,1511
225,3388,1532
226,2614,978
227,4394,2403
228,4846,1742
229,4241,1822
230,2720,1471
231,3711,1851
232,3692,1216
233,4503,2229
234,3104,2903
235,1978,2328
236,4792,1349
237,4119,2532
238,3677,3102
239,3323,3064
240,4482,1091
241,4651,2506
242,3116,2721
243,3587,2523
244,3857,1805
245,4818,1879
246,3807,2393
247,3667,2782
248,3179,1379
249,2525,2519
250,3896,1158
251,4558,2306
252,4238,3099
253,1905,974
254,4580,1710
255,3544,1308
256,3876,2296
257,3946,2151
258,4860,1222
259,3295,2103
260,2003,2686
261,3003,2094
262,2202,903
263,3104,2006
264,3095,2521
265,4652,1977
266,3900,1919
267,2437,1895
268,2777,3097
269,2292,1755
270,4562,1095
271,3354,1964
272,2643,1811
273,1835,2782
274,3932,2012
275,2622,1923
276,2581,1212
277,2881,1011
278,3652,1294
279,4375,2390
280,3099,2616
281,3392,1215
282,2853,1259
283,1944,1011
284,3816,1466
285,2117,1476
286,3955,1995
287,4660,2837
288,3485,3041
289,3439,1237
290,4123,2515
291,2260,1710
292,3313,2972
293,3597,1221
294,2732,1512
295,4633,911
296,3834,2541
297,3756,2480
298,1913,2725
299,2219,1736
300,3406,2998
301,3183,1616
302,2590,2755
303,3050,2901
304,3912,1127
305,3191,1809
306,2077,1860
307,3975,1841
308,3022,1486
309,4476,2888
310,3101,2500
311,1882,2234
312,2109,2703
313,3801,2389
314,2336,1819
315,2934,2909
316,3057,1209
317,3074,1250
318,2189,2624
319,2656,2977
320,3091,1692
321,2847,1325
322,2469,1051
323,4264,2029
324,2404,2203
325,3722,1696
326,4247,2649
327,3562,1662
328,3973,3016
329,2243,1785
330,3168,2426
331,3113,2840
332,1895,1489
-,-,-
333,3600,1378
334,2517,1622
335,2704,2598
336,3689,967
337,4284,2299
338,4651,1942
339,2737,2685
340,2116,2508
341,2757,2386
342,3315,1841
343,3808,2889
344,4561,1281
345,3249,2483
346,4068,2674
347,3041,2540
348,2121,1751
349,2782,1746
350,2846,2181
351,4828,1531
352,2455,1924
353,3782,1871
354,2449,1353
355,3084,2249
356,2505,1736
357,3843,3022
358,3586,1781
359,3829,1590
360,3959,925
361,2309,2199
362,3749,1055
363,2681,1757
364,2325,1805
365,1849,937
366,2066,2790
367,2586,2952
368,4654,2519
369,3058,1121
370,2718,2934
371,4439,1356
372,3387,1275
373,4349,2446
374,3140,2974
375,3603,2477
376,4141,1799
377,2008,2671
378,3150,1803
379,1879,1715
380,2576,1814
381,4109,3014
382,2679,2603
383,2382,900
384,3853,2385
385,2884,2488
386,3841,3077
387,2306,1313
388,3055,1992
389,4506,1763
390,2964,1905
391,2125,1273
392,3058,1577
393,4088,1709
394,3127,2927
395,3179,926
396,2658,2716
397,3291,1349
398,3643,1109
399,4601,2740
400,3778,1890
401,2361,1823
402,2712,1733
403,3557,2907
404,3421,1273
405,3923,2145
406,4705,1083
407,4257,2379
408,4232,2784
409,3672,1435
410,3741,2492
411,2378,1888
412,4596,2257
413,4145,2321
414,3943,1873
415,4664,1477
416,2692,1718
417,3414,2628
418,4277,3095
419,2370,1113
420,2855,2769
421,3895,2982
422,3637,1151
423,3672,2025
424,3034,1073
425,4118,2728
426,4542,2790
427,3992,3023
428,2608,2818
429,3771,1542
430,4130,1391
431,3849,1377
432,2807,2587
433,4618,2769
434,1957,2049
435,2257,2143
436,4226,2667
437,2346,1615
438,2232,1264
439,2727,890
440,4423,1347
441,2514,2045
442,2177,2933
443,2718,3093
444,4750,1584
445,3553,1469
446,3442,1890
447,1906,1136
448,2885,2436
449,2881,2160
450,4792,2323
451,4010,2857
452,4432,1392
453,2999,1402
454,2353,2727
455,3118,2491
456,2296,984
457,2060,2615
458,3069,1382
459,3899,1537
460,2657,2916
461,4187,2796
462,3951,2269
463,4842,3006
464,2025,2019
465,3362,1877
466,3260,2851
467,3029,1051
468,2123,979
469,3957,1507
470,4208,1635
471,4157,1176
472,2054,3005
473,3472,1188
474,3056,3043
475,3119,2302
476,3947,2311
477,4481,1067
478,2168,1192
479,3128,1932
480,4837,1882
481,1964,1549
482,3083,1538
483,2102,2212
484,4841,2185
485,3340,1453
486,2160,2329
487,4346,2261
488,1904,1138
489,3181,1534
490,3372,1739
491,3211,1553
492,4013,2990
493,4379,1964
494,4773,2765
495,3104,1722
496,4083,2039
497,3552,1419
498,2344,1922
499,1948,1477
500,3157,1324
501,3592,2172
502,3522,2723
503,4453,2746
504,4207,997
505,1874,2173
506,4538,2748
-,-,-
507,2422,2504
508,3812,1284
509,3797,2252
510,1935,2651
511,3397,1821
512,3024,1739
513,3465,1452
514,4287,2102
515,3938,1521
516,2356,909
517,4053,2386
518,3184,2465
519,2835,2098
520,2476,2125
521,4595,2443
522,2751,2305
523,2613,2003
524,3106,1045
525,3454,1128
526,3178,2014
527,4290,2718
528,3514,1310
529,3148,3062
530,2388,1517
531,2977,3063
532,3579,1546
533,2436,3079
534,1988,1879
535,4665,920
536,4756,1724
537,3242,1114
538,4187,1418
539,2969,1800
540,2141,2442
541,2007,1340
542,2785,2866
543,2461,1880
544,3910,1149
545,4596,2197
546,4107,2203
547,4740,1592
548,3571,978
549,4300,1447
550,2048,1068
551,2530,1167
552,2256,2662
553,2388,3087
554,3792,2743
555,3564,2210
556,3777,2820
557,4604,1171
558,3622,2345
559,4206,1854
560,3055,2728
561,4138,3066
562,2284,3036
563,2559,2873
564,3159,1821
565,4429,1670
566,4065,1879
567,4693,1341
568,3963,2115
569,3756,1467
570,2515,2876
571,2819,2829
572,3422,1057
573,4613,1114
574,4778,2431
575,3734,2684
576,2216,2484
577,4383,1131
578,2640,1504
579,3453,2652
580,2433,1895
581,2687,2305
582,4766,2238
583,3717,2449
584,1963,2076
585,3776,2831
586,4847,1120
587,3517,1307
588,3966,2804
589,2931,1863
590,4574,1750
591,4241,1289
592,2954,1039
593,4617,2526
594,4819,2256
595,4682,2370
596,3109,892
597,3100,2756
598,4569,2047
599,3159,1626
600,2817,2563
601,2674,1086
602,2396,1946
603,4134,2927
604,4116,1458
605,2241,2633
606,3849,1283
607,1906,2704
608,4698,1458
609,4092,2942
610,4613,1620
611,3448,1118
612,3022,1481
613,4053,1854
614,4861,1095
615,2143,2500
616,4543,3088
617,3441,1272
618,4680,1938
619,2749,3090
620,1873,3084
621,3323,1048
622,2171,979
623,3628,1766
624,4518,2360
625,4059,2237
626,3216,2230
627,2458,2870
628,3142,2635
629,4823,1247
630,4494,2915
631,3361,2578
632,3371,3064
633,4116,3083
634,2609,3090
635,4447,1853
636,3307,2837
637,4294,2210
638,3304,2567
639,3096,2760
640,4191,2832
641,2170,1140
642,3350,1381
643,2647,2426
644,4158,2382
645,4776,2299
646,2887,1158
647,3509,2596
648,2886,2687
649,2837,2805
650,4199,1712
651,2792,2359
652,2907,1327
653,3550,1730
654,4545,1152
655,4776,905
656,2728,2843
657,1911,2196
658,2158,2157
659,2600,2141
660,2038,2992
661,3948,1793
662,2768,1952
663,2138,1689
664,2060,1135
665,4089,1120
666,2336,2030
667,2998,1458
668,2645,1462
669,3026,2952
670,2323,2635
671,2518,2215
672,2217,2529
673,2279,2745
674,4308,1794
675,4058,1755
676,3591,2295
677,3318,992
678,1844,1649
679,3646,1115
680,3773,1051
681,2100,1534
682,3999,1086
-,-,-
683,3371,2646
684,4834,1586
685,2412,3060
686,4789,2608
687,3913,2891
688,2155,3066
689,3781,1851
690,3252,1788
691,4561,1533
692,2268,2036
693,3972,2335
694,1935,2241
695,2206,1976
696,4594,1722
697,3223,983
698,4134,2580
699,2193,2819
700,2865,1624
701,3105,2058
702,3326,2627
703,2628,2385
704,2963,2227
705,4602,3020
706,2886,2972
707,3615,904
708,1955,2856
709,2040,2597
710,4359,2748
711,2848,1177
712,2656,2689
713,4076,2731
714,4300,1448
715,4363,1306
716,2161,2944
717,3525,2749
718,4369,1880
719,2312,1780
720,2868,2858
721,3674,936
722,3331,2649
723,2754,2215
724,4018,2439
725,4004,2468
726,4437,2042
727,2986,1036
728,3001,1707
729,2459,2306
730,3371,2383
731,4393,2853
732,2854,1130
733,4238,1832
734,3984,1448
735,4603,1601
736,3266,2407
737,1943,1569
738,4038,2987
739,3992,1704
740,4401,1956
741,3497,1304
742,3631,1418
743,3283,1018
744,4108,1882
745,4340,983
746,4255,2144
747,3495,1156
748,4258,2568
749,2468,3016
750,3687,1049
751,1893,1478
752,2566,2852
753,3658,1746
754,2361,2181
755,3813,2573
756,4531,2969
757,4384,2819
758,3096,1396
759,2547,1654
760,3219,3050
761,3408,1774
762,4760,1821
763,2356,2464
764,4564,2931
765,2501,2048
766,2883,1663
767,4100,2799
768,4341,1206
769,2353,2047
770,2060,1407
771,3645,903
772,2936,2156
773,4692,890
774,3863,2512
775,2402,1335
776,2939,1280
777,3772,2248
778,3271,2854
779,2611,1749
780,2395,1960
781,1933,1680
782,4273,1584
783,3666,1773
784,4817,2424
785,2257,2697
786,2039,1633
787,4627,2759
788,2773,1959
789,1862,1110
790,3182,2129
791,3297,1710
792,4041,2863
793,4791,2559
794,3264,1010
795,3395,2031
796,4794,2726
797,2514,1979
798,3221,2909
