Request,Tiempo Actualizar,Tiempo Llave
1,204,610
2,204,610
3,203,203
4,202,250
5,203,203
6,203,203
7,203,203
8,204,374
9,194,281
10,190,428
11,188,202
12,203,423
13,203,218
14,203,330
15,203,203
16,203,202
17,203,406
18,204,687
19,202,205
20,203,205
21,203,220
22,189,203
23,204,437
24,189,234
25,205,203
26,203,749
27,203,203
28,188,205
29,203,203
30,203,202
31,203,203
32,203,218
33,202,236
34,203,205
35,203,361
36,203,203
37,203,220
38,203,218
39,203,205
40,203,205
41,203,250
42,204,203
43,187,203
44,203,234
45,202,221
46,187,205
47,202,203
48,203,499
49,202,376
50,202,908
51,190,453
52,189,203
53,187,203
54,203,203
55,203,203
56,203,203
57,203,205
58,203,580
59,203,221
60,203,189
61,203,203
