Request,Tiempo Actualizar,Tiempo Llave
1,203,203
1,203,379
2,218,313
3,219,205
4,203,219
5,218,203
6,203,203
7,203,515
8,218,203
9,220,205
10,203,221
11,202,203
12,204,204
13,202,407
14,218,251
15,206,203
16,220,296
17,219,405
18,203,203
19,218,203
20,203,205
21,218,422
22,202,203
23,218,219
24,218,1298
25,203,234
26,220,203
27,219,1022
28,203,203
29,218,378
30,219,361
31,219,391
32,219,297
33,202,219
34,203,203
35,202,203
36,203,202
37,202,453
38,203,266
39,219,375
40,202,1375
41,219,453
42,202,221
43,203,205
44,220,204
45,203,423
46,218,532
47,218,391
48,203,203
49,218,425
50,202,203
51,219,297
