Request,Tiempo Actualizar,Tiempo Llave
1,204,249
2,204,468
3,204,609
4,203,203
5,203,204
6,205,266
7,205,203
8,203,203
9,204,203
10,203,203
11,204,203
12,188,202
13,205,452
14,203,218
15,203,297
16,202,203
17,203,218
18,203,204
19,203,219
20,203,219
21,203,220
22,219,235
23,202,329
24,203,203
25,202,407
26,188,374
27,203,219
28,203,203
29,202,532
30,205,532
31,218,390
32,203,249
33,202,203
34,203,219
35,188,218
36,196,204
37,204,359
38,219,453
39,219,265
40,203,421
41,203,202
42,219,298
43,204,218
44,218,205
45,205,190
46,219,297
47,204,203
48,203,218
49,203,205
50,204,219
51,204,203
52,203,203
53,203,203
54,203,203
55,203,205
56,219,188
